"","X.3","X.2","GameDate","PlayerName","FreeThrows.x","R3.x","L3.x","C3.x","IP.x","RC3.x","LC3.x","B3.x","L2.x","R2.x","C2.x","Made.Shot.x","Missed.Shot.x","FreeThrows.y","R3.y","L3.y","C3.y","IP.y","RC3.y","LC3.y","B3.y","L2.y","R2.y","C2.y","Made.Shot.y","Missed.Shot.y"
"1",1,1,"2019-11-13","Nassir Little",2,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1
"2",2,2,"2019-11-11","Javonte Green",1,0,0,0,6.5,0,0,0,0,0,0,1,0,1,1.5,0,0,2.5,0,1,0,0,0,0,0,1
"3",3,3,"2019-11-09","Javonte Green",2,0,0,0,10,0,0,0,0,0,0,1,0,2,2,0,0,4,0,2,0,0,0,0,0,1
"4",4,4,"2019-11-10","Ignas Brazdeikis",2,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1
"5",5,5,"2019-11-02","Justin Robinson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",6,6,"2019-11-06","Goga Bitadze",1,0,0,0.666666666666667,4,0,0.666666666666667,0,0.666666666666667,0.666666666666667,0,1,0,1,0,0,2.66666666666667,2,0,0,0,0,2,0.666666666666667,0,1
"7",7,7,"2019-11-05","Goga Bitadze",1.5,0,0,1,3,0,1,0,1,1,0,1,0,1.5,0,0,2,2,0,0,0,0,3,0,0,1
"8",8,8,"2019-11-03","Goga Bitadze",3,0,0,0,2,0,2,0,0,2,0,1,0,3,0,0,4,4,0,0,0,0,0,0,0,1
"9",9,9,"2019-11-12","Michael Porter Jr.",1.33333333333333,0.333333333333333,0,0.666666666666667,2,0,0,0,1.33333333333333,0,0,1,0,1.33333333333333,0,0.666666666666667,0.333333333333333,1.33333333333333,0,0.666666666666667,0,0,0.333333333333333,0,0,1
"10",10,10,"2019-11-10","Michael Porter Jr.",2,0,0,1,2.5,0,0,0,2,0,0,1,0,2,0,1,0.5,1,0,1,0,0,0,0,0,1
"11",11,11,"2019-11-08","Michael Porter Jr.",4,0,0,2,4,0,0,0,4,0,0,1,0,4,0,2,0,2,0,2,0,0,0,0,0,1
"12",12,12,"2019-11-14","Terance Mann",0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"13",13,13,"2019-11-08","Jaxson Hayes",0.5,0,0,0,11,0,0,0,0,0,0,1,0,0.5,0,0,0,4,0,0,1,0,0,0,0,1
"14",14,14,"2019-11-02","Jaxson Hayes",1,0,0,0,18,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,1
"15",15,15,"2019-11-13","Matt Thomas",0.5,0.5,0,0.5,0,0,1,0,0,0.25,0.5,1,0,0.5,0,0.5,0.75,0,0,0.25,0,0,0,0,0,1
"16",16,16,"2019-11-10","Matt Thomas",0.5,0.25,0,1,0,0.5,1,0,0,0,0.5,1,0,0.5,0.5,0.5,0.75,0,0,0,0,0,0,0,0,1
"17",17,17,"2019-11-08","Matt Thomas",0.666666666666667,0,0,1.33333333333333,0,0.666666666666667,1.33333333333333,0,0,0,0.666666666666667,1,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,1
"18",18,18,"2019-11-06","Matt Thomas",0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"19",19,19,"2019-11-02","Matt Thomas",0,0,0,2,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"20",20,20,"2019-11-14","Kevin Porter Jr.",1.5,0,0.5,0.5,2.75,0,0,0,0.25,0,0,1,0,1.5,0,0.75,1.5,2.75,0,0.25,0,0.5,0,0,0,1
"21",21,21,"2019-11-10","Kevin Porter Jr.",2.5,0,1,0.5,2.5,0,0,0,0.25,0,0,1,0,2.5,0,0.5,1.25,2.25,0.5,0,0,0.5,0,0.5,0,1
"22",22,22,"2019-11-08","Kevin Porter Jr.",2.25,0,1,0.5,2,0,0,0,0,0,0,1,0,2.25,0,0.5,1.5,3.5,0.5,0,0,0.5,0,0.5,0,1
"23",23,23,"2019-11-03","Kevin Porter Jr.",2,0,1,0,2.5,0,0,0,0,0,0,1,0,2,0,1,0.5,2,0.5,1,0,0.5,0,0.5,0,1
"24",24,24,"2019-11-01","Kevin Porter Jr.",2,0,0.666666666666667,0,3.33333333333333,0,0,0,0,0,0,1,0,2,0,1.33333333333333,0.666666666666667,2.66666666666667,0.666666666666667,1.33333333333333,0,0,0,0.666666666666667,0,1
"25",25,25,"2019-10-30","Kevin Porter Jr.",1,0,0,0,4,0,0,0,0,0,0,1,0,1,0,2,1,4,0,2,0,0,0,0,0,1
"26",26,26,"2019-10-28","Kevin Porter Jr.",0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,1
"27",27,27,"2019-10-26","Justin James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",28,28,"2019-10-26","Denzel Valentine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",29,29,"2019-11-14","Cameron Johnson",1,0.5,0.75,0,1.25,0.5,0.25,0,0,0.5,0,1,0,1,1,0.75,0.5,2,0,0.25,0.25,0,0.25,0,0,1
"30",30,30,"2019-11-12","Cameron Johnson",0.5,0.25,0.5,0,1.25,0.25,0.75,0,0,1,0,1,0,0.5,0.5,1.75,0.5,1.75,0.5,0.25,0,0,0.25,0.5,0,1
"31",31,31,"2019-11-10","Cameron Johnson",0.5,0.5,1,0,2.5,0,0.5,0,0,0.5,0,1,0,0.5,1,1.5,0.5,1.5,0.5,0,0,0,0,0.5,0,1
"32",32,32,"2019-11-07","Cameron Johnson",0,1,0.5,0,2,0,0.5,0,0,0.5,0,1,0,0,0.5,2,1,0.5,0.5,0,0,0,0,0.5,0,1
"33",33,33,"2019-11-04","Cameron Johnson",0.25,1,0.5,0,1.5,0,1,0,0,0.5,0,1,0,0.25,0.5,2,1.5,0,0.5,0,0,0,0,0.5,0,1
"34",34,34,"2019-11-02","Cameron Johnson",0.333333333333333,1.33333333333333,0.666666666666667,0,2,0,0.666666666666667,0,0,0,0,1,0,0.333333333333333,0.666666666666667,0.666666666666667,2,0,0,0,0,0,0,0,0,1
"35",35,35,"2019-10-30","Cameron Johnson",0.5,1,0,0,0,0,1,0,0,0,0,1,0,0.5,0,1,3,0,0,0,0,0,0,0,0,1
"36",36,36,"2019-10-28","Cameron Johnson",1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,1
"37",37,37,"2019-11-14","Cam Reddish",1,0.5,1,0.75,1.5,0,0,0,0,0,0,1,0,1,0.25,0.5,0.75,2.75,0.75,0.25,0,0.5,1.25,0,0,1
"38",38,38,"2019-11-12","Cam Reddish",1.75,0.5,1,0.75,1.5,0,0.5,0,0,0,0,1,0,1.75,0,1,1.75,4.75,0.5,0,0,0.5,1.75,0,0,1
"39",39,39,"2019-11-08","Cam Reddish",2.25,0.5,1,0.5,2,0,0.5,0,0,0,0,1,0,2.25,2,1.5,1.5,4.5,0.5,0,0,0.5,2,0.5,0,1
"40",40,40,"2019-11-06","Cam Reddish",1.75,0.5,0.5,0.5,2,0,0.5,0,0,1,0,1,0,1.75,2,1.5,1,4.5,0,0,0,0.5,1.5,1,0,1
"41",41,41,"2019-11-05","Cam Reddish",1.5,0,0,0,3,0,0.5,0,0,1,0,1,0,1.5,2.5,1.5,1.5,4.5,0.5,0,0,0,2,1.5,0,1
"42",42,42,"2019-10-31","Cam Reddish",0.666666666666667,0,0,0,3.33333333333333,0,0,0,0,1.33333333333333,0,1,0,0.666666666666667,3.33333333333333,1.33333333333333,0.666666666666667,2.66666666666667,0.666666666666667,0,0,0,2,2,0,1
"43",43,43,"2019-10-29","Cam Reddish",0,0,0,0,3,0,0,0,0,2,0,1,0,0,1,1,1,3,1,0,0,0,2,2,0,1
"44",44,44,"2019-10-28","Cam Reddish",0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,0,2,2,2,0,0,0,2,2,0,1
"45",45,45,"2019-11-01","Grant Williams",0.333333333333333,0,0,0,4,0,0,0,0,0,0,1,0,0.333333333333333,0,2,0.666666666666667,3.33333333333333,0.666666666666667,0.666666666666667,0,0,0,0,0,1
"46",46,46,"2019-10-30","Grant Williams",0.5,0,0,0,5,0,0,0,0,0,0,1,0,0.5,0,1,1,4,1,1,0,0,0,0,0,1
"47",47,47,"2019-10-26","Grant Williams",0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,2,8,0,2,0,0,0,0,0,1
"48",48,48,"2019-11-12","Darius Bazley",1,1.25,0.5,0,2,1.5,0.5,0,0,0,0,1,0,1,2,0,0,3.25,1.5,0,0,0,0,0,0,1
"49",49,49,"2019-11-09","Darius Bazley",1,1,0.5,0,2,1,1,0,0,0,0.5,1,0,1,2.5,0,0,3,1.5,0,0,0,0,0,0,1
"50",50,50,"2019-11-05","Darius Bazley",1.25,1,0,0,2,0.5,1,0,0,0,0.5,1,0,1.25,2,0,0,1.5,0.5,0,0,0,0,0,0,1
"51",51,51,"2019-11-02","Darius Bazley",0.333333333333333,0.666666666666667,0,0,1.33333333333333,0,0.666666666666667,0,0,0,0.666666666666667,1,0,0.333333333333333,0.666666666666667,0,0,0.666666666666667,0.666666666666667,0,0,0,0,0,0,1
"52",52,52,"2019-10-28","Darius Bazley",0.5,0,0,0,2,0,1,0,0,0,1,1,0,0.5,1,0,0,1,0,0,0,0,0,0,0,1
"53",53,53,"2019-10-27","Darius Bazley",1,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1
"54",54,54,"2019-11-13","Cody Martin",1.5,0,0,0.25,2.75,0,0,0,0,0,0,1,0,1.5,0,1,0,1.25,0.25,0.75,0,0.25,0,0,0,1
"55",55,55,"2019-11-10","Cody Martin",2,0,0,0,3.33333333333333,0,0,0,0,0,0,1,0,2,0,1.33333333333333,0,1.66666666666667,0.333333333333333,1,0,0,0,0,0,1
"56",56,56,"2019-11-09","Cody Martin",2.5,0,0,0,3,0,0,0,0,0,0,1,0,2.5,0,2,0,2,0,1,0,0,0,0,0,1
"57",57,57,"2019-11-07","Cody Martin",2,0,0,0,2,0,0,0,0,0,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,1
"58",58,58,"2019-10-25","Caleb Martin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",59,59,"2019-11-13","Jordan Poole",1,0.75,0.75,0,0.75,0,0,0,1.25,0,0,1,0,1,2,1.25,0.75,1,0.5,0.75,0,0.25,0.75,1.5,0,1
"60",60,60,"2019-11-11","Jordan Poole",3,1.5,0.75,0,1,0,0,0,0.5,0,0,1,0,3,2.75,2,2.25,1.75,0.5,0.75,0,0.25,0.5,3,0,1
"61",61,61,"2019-11-09","Jordan Poole",3.25,1.5,0.75,0,1,0,0,0,1,0,0,1,0,3.25,2.75,2.5,2.75,3.75,0.25,0.5,0,0.75,0.5,2.5,0,1
"62",62,62,"2019-11-08","Jordan Poole",3.25,3,1,0,2,0,0,0,0.5,0,0.5,1,0,3.25,4,2.5,2,3.5,0,0.5,0,1,1,3,0,1
"63",63,63,"2019-11-06","Jordan Poole",3.5,3.5,0.5,0,2,0,0,0,0.5,0,0.5,1,0,3.5,3.5,2,2,4,0,0,0,1,1.5,2,0,1
"64",64,64,"2019-11-04","Jordan Poole",2,4,0.5,0,2,0,0,0,0.5,0,0.5,1,0,2,3,1.5,0.5,4,0,0,0,1.5,1.5,0.5,0,1
"65",65,65,"2019-11-02","Jordan Poole",2.5,4,1,0,1.5,0,0,0,0,0,0.5,1,0,2.5,4,1.5,0,3.5,0,0.5,0,1,2,0.5,0,1
"66",66,66,"2019-11-01","Jordan Poole",2,2.5,0.5,0,1,0.5,0,0,0,0,0,1,0,2,3.5,1.5,1,5,1,0.5,0,0.5,1.5,1,0,1
"67",67,67,"2019-10-30","Jordan Poole",1.66666666666667,2,0.666666666666667,0,1.33333333333333,0.666666666666667,0,0,0,0,0,1,0,1.66666666666667,3.33333333333333,1.33333333333333,1.33333333333333,6,1.33333333333333,0.666666666666667,0,0.666666666666667,0.666666666666667,1.33333333333333,0,1
"68",68,68,"2019-10-28","Jordan Poole",1.5,0,1,0,1,1,0,0,0,0,0,1,0,1.5,4,1,2,6,2,1,0,0,1,2,0,1
"69",69,69,"2019-10-27","Jordan Poole",0,0,0,0,2,2,0,0,0,0,0,1,0,0,4,0,4,6,4,0,0,0,0,4,0,1
"70",70,70,"2019-11-13","Eric Paschall",4.75,1.5,1,0,6.25,0,0.5,0,0.25,0.75,0,1,0,4.75,1.25,0.5,0.5,7,0.5,0,0,0.5,1.5,0,0,1
"71",71,71,"2019-11-11","Eric Paschall",6,1.5,1,0,8.75,0,0.5,0,0,2.5,0,1,0,6,1.5,0.75,1.5,7.75,1,0,0,0.25,1.5,0,0,1
"72",72,72,"2019-11-08","Eric Paschall",5,1.5,1,0,9,0,0.5,0,0,2.5,0,1,0,5,1.5,0.5,1.5,6.5,1,0.5,0,0,1.5,0,0,1
"73",73,73,"2019-11-06","Eric Paschall",5.25,1,1,0,10.5,0,0,0,0,2.5,0,1,0,5.25,1,0.5,1.5,4.5,0.5,0.5,0,0,1,0,0,1
"74",74,74,"2019-11-04","Eric Paschall",3.25,0,0,0,9.5,0,0,0,0,2,0,1,0,3.25,0.5,0.5,1,3,0.5,0.5,0,0,0,0,0,1
"75",75,75,"2019-11-02","Eric Paschall",2.5,0,0,0,8.5,0,0,0,0,0,0,1,0,2.5,0,0,0,2,0.5,0.5,0,0,0,0,0,1
"76",76,76,"2019-11-01","Eric Paschall",2.5,0,0,0,10,0,0,0,0,0.5,0,1,0,2.5,0,0.5,0,4.5,0.5,0,0,0,0.5,0,0,1
"77",77,77,"2019-10-30","Eric Paschall",1.33333333333333,0,0,0,8.66666666666667,0,0,0,0,0.666666666666667,0,1,0,1.33333333333333,0,0.666666666666667,0,4.66666666666667,0.666666666666667,0,0,0,0.666666666666667,0,0,1
"78",78,78,"2019-10-28","Eric Paschall",2,0,0,0,9,0,0,0,0,1,0,1,0,2,0,1,0,6,1,0,0,0,1,0,0,1
"79",79,79,"2019-10-27","Eric Paschall",2,0,0,0,10,0,0,0,0,2,0,1,0,2,0,2,0,10,0,0,0,0,2,0,0,1
"80",80,80,"2019-11-14","De'Andre Hunter",1,0.5,0.25,0.25,1.25,0.25,0.25,0,0,0.5,0,1,0,1,1,1.75,0,3.5,0,0.25,0,0.75,0,0.5,0,1
"81",81,81,"2019-11-12","De'Andre Hunter",1,0.25,0.25,0.75,1.75,0.5,0.25,0,0.5,1,0,1,0,1,1.75,2.25,0,3.5,0,0.75,0,1.25,0,0.5,0,1
"82",82,82,"2019-11-10","De'Andre Hunter",1.5,0,0,0.5,2,0.5,0,0,0.5,1,0,1,0,1.5,2.75,1.75,0,4,1,0.5,0,1.25,0,0.5,0,1
"83",83,83,"2019-11-08","De'Andre Hunter",1.5,0,0,0.5,2,0.5,0,0,0.5,1.5,0,1,0,1.5,3,2.5,0,4.5,1,0.5,0,1,0,1,0,1
"84",84,84,"2019-11-06","De'Andre Hunter",2,0,0,1,3,0.5,0.5,0,0.5,1,0,1,0,2,2.5,2,1,4,1,0.5,0,0.5,0,1,0,1
"85",85,85,"2019-11-05","De'Andre Hunter",1.5,0,0,0.5,3.5,0,0.5,0,0,0.5,0,1,0,1.5,1.5,2,1,3.5,1,0,0,0,0,1,0,1
"86",86,86,"2019-10-31","De'Andre Hunter",1.5,1,0,0.5,4,0,0.5,0,0.5,0.5,0,1,0,1.5,1,1.5,1,3,0,0,0,0,0,1,0,1
"87",87,87,"2019-10-29","De'Andre Hunter",2,1.33333333333333,0,0.666666666666667,4.66666666666667,0,0.666666666666667,0,0.666666666666667,0,0,1,0,2,0.666666666666667,0.666666666666667,1.33333333333333,2.66666666666667,0,0,0,0,0,0.666666666666667,0,1
"88",88,88,"2019-10-28","De'Andre Hunter",1,2,0,0,5,0,0,0,1,0,0,1,0,1,1,1,0,3,0,0,0,0,0,0,0,1
"89",89,89,"2019-10-26","De'Andre Hunter",2,4,0,0,4,0,0,0,2,0,0,1,0,2,2,0,0,4,0,0,0,0,0,0,0,1
"90",90,90,"2019-11-14","Bruno Fernando",1,0,0,0,3.75,0,0,0,0,0,0,1,0,1,0.25,0,0.5,1,0,0.5,0,0,0,0,0,1
"91",91,91,"2019-11-12","Bruno Fernando",0.75,0.5,0,0,5.5,0,0,0,0,0,0,1,0,0.75,0,0,0.5,1,0,1,0,0,0.5,0,0,1
"92",92,92,"2019-11-06","Bruno Fernando",0.25,0.5,0,0,4.5,0,0,0,0,0,0,1,0,0.25,0,0,1,0.5,0,1,0,0,0.5,0,0,1
"93",93,93,"2019-11-05","Bruno Fernando",0.25,0.5,0.5,0,4.5,0,0,0,0,0,0,1,0,0.25,0,0,0.5,1.5,0,1,0,0,0.5,0,0,1
"94",94,94,"2019-10-29","Bruno Fernando",0,0.666666666666667,0.666666666666667,0,5.33333333333333,0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,2,0,0.666666666666667,0,0,0.666666666666667,0,0,1
"95",95,95,"2019-10-28","Bruno Fernando",0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1
"96",96,96,"2019-10-26","Bruno Fernando",0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1
"97",97,97,"2019-11-14","Tyler Herro",1.5,2,0,0.25,1.25,0.5,0,0,1,0,0.5,1,0,1.5,1.75,0.75,1,2.5,0,0,0,1.5,1.5,0.5,0,1
"98",98,98,"2019-11-08","Tyler Herro",1,3,0,0,2,1,0,0,1.5,0,1,1,0,1,2,1,1.5,2.5,0.5,0.5,0,2.5,1.5,0.5,0,1
"99",99,99,"2019-11-07","Tyler Herro",4,2,0.5,0.5,3,0.5,0.5,0,1.5,0,0.5,1,0,4,2,1,1,1.5,0.5,1,0,2,0.5,1,0,1
"100",100,100,"2019-11-05","Tyler Herro",4.25,2,1,0.5,2.5,0.5,0.5,0,1.5,0.5,1,1,0,4.25,3,0.5,1.5,2,1.5,1,0,2,0,0.5,0,1
"101",101,101,"2019-11-03","Tyler Herro",3.25,1,1,1.5,3,0.5,0.5,0,1.5,0.5,2,1,0,3.25,1.5,2,2.5,1.5,1.5,1,0,1.5,1,1,0,1
"102",102,102,"2019-10-31","Tyler Herro",3.5,0,1.5,1.5,3.5,0,0.5,0,1.5,1,1.5,1,0,3.5,1,1.5,1.5,3,1.5,0.5,0,1,2,1,0,1
"103",103,103,"2019-10-29","Tyler Herro",0.666666666666667,0,1.33333333333333,1.33333333333333,2.66666666666667,0,0,0,1.33333333333333,1.33333333333333,2,1,0,0.666666666666667,1.33333333333333,2,2,4,2,0,0,1.33333333333333,2.66666666666667,0.666666666666667,0,1
"104",104,104,"2019-10-27","Tyler Herro",0.5,0,1,2,4,0,0,0,2,1,2,1,0,0.5,0,3,2,5,1,0,0,2,4,1,0,1
"105",105,105,"2019-10-26","Tyler Herro",1,0,2,0,6,0,0,0,2,2,0,1,0,1,0,0,0,8,2,0,0,2,4,0,0,1
"106",106,106,"2019-11-13","Rui Hachimura",1,0,2,0,4.5,0,0,0,1.75,1,1.25,1,0,1,0,0.5,0,5.5,0.5,0.5,0,0.5,1.75,0,0,1
"107",107,107,"2019-11-08","Rui Hachimura",0.75,0,2,0,6,0,0,0,1.5,1.5,1,1,0,0.75,0,1,0,5.5,0.5,0.5,0,0.5,2,1.5,0,1
"108",108,108,"2019-11-04","Rui Hachimura",1.25,0,1.5,0,8,0,0,0,1.5,1.5,1,1,0,1.25,0,2,0.5,8,1,0,0,0.5,2,2.5,0,1
"109",109,109,"2019-11-02","Rui Hachimura",1.25,0,1.5,0,10,0,0,0,1,1.5,2,1,0,1.25,0,2,1,7,0.5,0.5,0,0,1.5,3.5,0,1
"110",110,110,"2019-10-30","Rui Hachimura",1,0,0,0,11.3333333333333,0,0,0,0,1.33333333333333,2.66666666666667,1,0,1,0,2.66666666666667,1.33333333333333,6.66666666666667,0.666666666666667,0.666666666666667,0,0,0.666666666666667,4.66666666666667,0,1
"111",111,111,"2019-10-26","Rui Hachimura",1.5,0,0,0,11,0,0,0,0,0,4,1,0,1.5,0,3,2,9,1,1,0,0,0,4,0,1
"112",112,112,"2019-10-25","Rui Hachimura",0,0,0,0,10,0,0,0,0,0,4,1,0,0,0,2,2,6,0,2,0,0,0,4,0,1
"113",113,113,"2019-11-14","RJ Barrett",2.5,0.75,0,0.25,3.25,0.25,0,0,0,0.5,0.25,1,0,2.5,0.5,0.75,0.5,6.75,0.25,0,0,0,0.75,0.25,0,1
"114",114,114,"2019-11-12","RJ Barrett",3,0.5,0.5,0,5.5,0.25,0,0,0,0.5,0,1,0,3,1.25,0.75,0.75,9,0.75,0,0,0,0.5,0.75,0,1
"115",115,115,"2019-11-10","RJ Barrett",4,1,0.5,0,6.5,0,0,0,0.5,0.25,0,1,0,4,1.5,0.75,1,11,1,0,0,0,1.5,1.25,0,1
"116",116,116,"2019-11-08","RJ Barrett",3.75,1,0.5,0.5,8,0,0,0,0.5,0,0,1,0,3.75,1.5,0.5,2,11,1.5,0,0,0,2,1,0,1
"117",117,117,"2019-11-06","RJ Barrett",3.5,0.5,0.5,0.5,10,0,0,0,0.5,0,0,1,0,3.5,2,0.5,2,11,1.5,0,0,0,1.5,1,0,1
"118",118,118,"2019-11-03","RJ Barrett",3.25,1,1,0.5,9,0,0.5,0,0.5,0,0,1,0,3.25,1.5,0.5,2,12.5,1,0,0,0,1.5,0.5,0,1
"119",119,119,"2019-11-01","RJ Barrett",2.25,1,1,0.5,9,0.5,0.5,0,0,0.5,0.5,1,0,2.25,1,0.5,2,12,0.5,0.5,0,0.5,1,0,0,1
"120",120,120,"2019-10-30","RJ Barrett",2.75,1,1,0,11.5,0.5,1,0,0,0.5,0.5,1,0,2.75,1.5,0.5,1,10.5,0,1,0,0.5,0.5,1,0,1
"121",121,121,"2019-10-28","RJ Barrett",2,1.33333333333333,1.33333333333333,0,10.6666666666667,0.666666666666667,1.33333333333333,0,0,0.666666666666667,0.666666666666667,1,0,2,1.33333333333333,0,1.33333333333333,10,0,1.33333333333333,0,0.666666666666667,0.666666666666667,1.33333333333333,0,1
"122",122,122,"2019-10-26","RJ Barrett",1,1,0,0,11,1,1,0,0,1,1,1,0,1,1,0,1,5,0,2,0,1,1,2,0,1
"123",123,123,"2019-10-25","RJ Barrett",2,0,0,0,16,0,2,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,0,4,0,1
"124",124,124,"2019-11-13","P.J. Washington",2.5,0,0,0,5,0.25,0.5,0,0,0,0,1,0,2.5,0,0.75,0.5,5.25,0,0.5,0,0,0.5,0.25,0,1
"125",125,125,"2019-11-10","P.J. Washington",2.5,0,0,0.5,6.25,0,0,0,0,0,0,1,0,2.5,0.5,1,0.5,5.5,0,0.5,0,0,0,0,0,1
"126",126,126,"2019-11-09","P.J. Washington",1.75,0,0.5,1,9.5,0,0,0,0,0,0,1,0,1.75,1,1,0.5,5,0,0.5,0,0,0,0,0,1
"127",127,127,"2019-11-07","P.J. Washington",1.5,0.5,1,1,10,0,0,0,0,0,0,1,0,1.5,1.5,1,0.5,2.5,0,1,0,0,0,0,0,1
"128",128,128,"2019-11-05","P.J. Washington",1.25,0.5,1.5,1,7.5,0,0,0,0,0,0,1,0,1.25,1.5,1,0.5,4,0,0.5,0,0,0,0,0,1
"129",129,129,"2019-11-02","P.J. Washington",1.5,0.5,2,0.5,7,0,0,0,0,0,0,1,0,1.5,1,1,1,4,0,1,0,0,0,0,0,1
"130",130,130,"2019-10-30","P.J. Washington",1.75,1.5,2,0.5,4,0,1.5,0,0,0,0,1,0,1.75,0.5,1.5,1.5,5,0.5,1.5,0,0,0,0,0,1
"131",131,131,"2019-10-28","P.J. Washington",2,1.33333333333333,2,0.666666666666667,4,0,2,0,0,0,0,1,0,2,0,1.33333333333333,2,6,0.666666666666667,1.33333333333333,0,0,0,0,0,1
"132",132,132,"2019-10-27","P.J. Washington",1.5,2,2,1,5,0,3,0,0,0,0,1,0,1.5,0,2,2,5,1,2,0,0,0,0,0,1
"133",133,133,"2019-10-25","P.J. Washington",2,4,2,2,4,0,6,0,0,0,0,1,0,2,0,2,2,8,2,2,0,0,0,0,0,1
"134",134,134,"2019-11-06","Matisse Thybulle",1.5,1,0,0,1,0.5,0.5,0,0,0,0,1,0,1.5,1,2,0.5,1.5,1,1,0,0.5,0,0,0,1
"135",135,135,"2019-11-04","Matisse Thybulle",1.5,1,0,0,0.5,1,0.5,0,0,0,0,1,0,1.5,1.5,2,0.5,2,1,1,0,0.5,0,0,0,1
"136",136,136,"2019-11-02","Matisse Thybulle",2,0.666666666666667,0,0,0.666666666666667,1.33333333333333,0.666666666666667,0,0,0,0,1,0,2,2,2.66666666666667,0.666666666666667,2,0,0.666666666666667,0,0.666666666666667,0,0,0,1
"137",137,137,"2019-10-30","Matisse Thybulle",1,1,0,0,0,2,0,0,0,0,0,1,0,1,3,3,1,2,0,0,0,1,0,0,0,1
"138",138,138,"2019-10-28","Matisse Thybulle",0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,2,0,4,0,0,0,0,0,0,0,1
"139",139,139,"2019-11-13","Marko Guduric",0.75,0.75,0,0,1.5,0.25,0.5,0,0.25,0.25,0.25,1,0,0.75,0.25,0.25,0,2.25,0,0,0,0,0,0,0,1
"140",140,140,"2019-11-11","Marko Guduric",0.75,0.5,0,0,2.5,0.25,0.5,0,0.25,0,0.25,1,0,0.75,0.25,0.75,0,2,0,0.5,0,0,0,1,0,1
"141",141,141,"2019-11-09","Marko Guduric",0,0.25,0,0,2.5,0.25,0.5,0,0,0,0,1,0,0,0.25,1,0,1.75,0,0.5,0,0,0,1,0,1
"142",142,142,"2019-11-08","Marko Guduric",0,0,0,0,3.5,0.5,0.5,0,0,0,0,1,0,0,1,1,0,2.5,0,0.5,0,0,0,1.5,0,1
"143",143,143,"2019-11-06","Marko Guduric",0.25,0,0,0,4,0.5,0,0,0.5,0,0,1,0,0.25,2,1,0.5,1.5,0,0.5,0,0,0,2,0,1
"144",144,144,"2019-11-04","Marko Guduric",0.333333333333333,0,0,0,4,0.666666666666667,0,0,0.666666666666667,0,0,1,0,0.333333333333333,2.66666666666667,0.666666666666667,0.666666666666667,2,0,0,0,0,0,1.33333333333333,0,1
"145",145,145,"2019-11-02","Marko Guduric",0.5,0,0,0,5,1,0,0,1,0,0,1,0,0.5,4,0,1,2,0,0,0,0,0,2,0,1
"146",146,146,"2019-10-25","Marko Guduric",1,0,0,0,6,0,0,0,2,0,0,1,0,1,4,0,2,0,0,0,0,0,0,2,0,1
"147",147,147,"2019-11-14","Kristaps Porzingis",1,1.5,1,1.25,2.25,0,0,0,2.25,0.25,0,1,0,1,1.5,2,1,3.75,0,0.25,0,2.75,2,0.5,0,1
"148",148,148,"2019-11-11","Kristaps Porzingis",1.5,1.5,0.75,1.75,3.75,0,0,0,2.75,0.75,0,1,0,1.5,1.5,2.5,1,6.25,0,0,0,2.75,1.75,0.5,0,1
"149",149,149,"2019-11-08","Kristaps Porzingis",1.25,1.5,0.5,1.5,4.5,0,0,0,2,0.5,0,1,0,1.25,2.5,3,2,7.5,0,0,0,2,1,0.5,0,1
